Text,Annotator 1,Annotator 2,Annotator 3,Sentiment,SourceSheet,Unanimous,Stratum
her Character jb apny Dialogue deliver Kertha....they create a New sense in Scene.......,neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
"Taweel muddat ki mangini hai ammi...shadi hotay hotay umar beet jaigi...""",neutral,negative,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
"Indeed.. Phir arfa theek he kehti hai na .. pyar, pyar se ziada ho to kia hota hai.. yasmeen's love was beyond expectations, far from reality.. atleast aaj kal ke dunya mai tou its impossible..",neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Mere paas tou aansoo aye kahan se yeh nahi pata!,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
mere khayal se farah aur afzal dono ko goli maar deni chahiye thi...phir agar ending aadhuri bhi rehti to kisko dukh nhi rehta ye soch kar ki aakhir mai dono mil to gye...matlab ki kya scene hota dono 1 dusre ki baaho me dum todte... writer sahab ka record bhi nhi toot ta aur viewers ko 1 achi ending mil jaati... .par ek ko marr k ek jinda chod diya..ye bahut galat kiya...farah ki jindagi ajaab ho gyi hogi...afzal jaan se gya aur farah jahan se...acha hua 1 proper end nahi dikhaya farah ki haalat bardaasht nahi hoti.......:(,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
i think jis tarah hunger games novel ki post-mockingjay fan fiction hain written by fans humain bhi pyaray afzal ki fan fictions likhni chahiyen.,neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
Farah kameeni tr tr krti gai...saari zindagi tou afzal ko khawaar kiya he akhri tym py b kalma parhny nahe dia ussay....:D :D :D :D waise afzal ne 12 bnday maaray thy...mrna he tha ussay...mrnay ka koi afsos nahe hua uss k albatta farah ka reaction dikhana chahiye tha or afzal ki behen or parents ka....,negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
Lol@ farah kaminee tr tr ..sari zindagi khawar kiaa aur kalma bhi nahi parhne dia.,negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
Jab aus ko wali ne kalma parhne ko kaha tha tu aus ka jawab tha ke mein molvi ka beta hun kalma to har waqt parhta hun,neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
kal marne se pehle PYARE AFZAL ne mere mobile par SMS kiya k agar mujhe kuch hua to kanoon ko apne hath mein nahi lena PYARE AFZAL ne pur aman rahe ki apeel ki hai nahi to aap logo ko pata jitni dair ma laptop shutdown hota ha os se bhi jaldi puri duniya ko band kar sakta hai .-),negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
ha is ny b koi 10 beghonaho ka mrdr to likha ha na hahah,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Saima Azhar ko mein ne Madventures Season 2 mein dekha tha wo pyari hai lekin Saahir Lodhi ko as a hero/leading role mein kaun bardasht kare gaa. Saahir phata hua dhol hai.,neutral,negative,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Is ki to awaz hee ajeeb nikal rahee hai.. charsee lag raha hai..,negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
"naveed saab bachay kaa shauk hai filmi hero ban'nay kaa aur shahrukh khan ko takkar dena ka, aik film kar lenay dain. dekhain kiya public response aata hai.",neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
Acting ke hawalay se srk koi itna khas bhee naheen magar us ki apni identity hai... us ki asal pehchan us ka off the scene humble style hai. Spontanoeus humorous attitude hai. Ye maskira radio pe he behtar tha.. Jo ap ka asal style hai us ko continue karain...,neutral,negative,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Yar mera dil to chahita hai social media,neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
pe aik proper movement ho k jo hamaray media persons ya dramas hain jo hamaree badnami ki waja ban rahay hain un ko ban kia ja'ay...,negative,positive,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Ye bat dil pe lgi r mere ansu nikal aye.,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Noori r roomi ko ek sath dekhte hi mere zehn mein mushtaq ki perdiction aa jati hai r i think us ki bat sach sabit hogi.,positive,neutral,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
Yaqeenan flop hogi ye movie. :)'',negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
"wohi bardasht karain gay, jo Saahir ko TV aur morning shows mein pasand kartay hain. aakhir ko Saahir ka morning show bhi to itna arsa say chal raha hai, koi dekhta hi ho gaa jo abhi tak 6-7 saal say chal raha hai",positive,neutral,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
"Aap ki baat bilkul theek hai lekin hosting & acting, 2 alag alag cheezen hain. Dekhtay hain awaam kaa response kesa hota hai naqli Shahrukh ko movie mein dekh ker. :)",neutral,negative,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
"yes yeh aap nay bilkul durust farmaya, hosting aur acting 2 alag alag cheezain hain",positive,neutral,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
"jab asli shahrukh ki film pakistan mein lag rahi hai, to utnay hi paison mein kon jaye gaa made in china shahrukh ko dekhnay. end mein shayed Sahir Lodhi aur Aijaz Aslam akeley hi dekhain is film ko.",neutral,negative,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
just chill saahir ka bhi shoq hain ... ho sakta ha bachara ki radio fans is movie ko bhut buri tarha flop hona sa bacha lein VERY BAD LUCK SAAHIR SAHAB',neutral,negative,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Ye film jis din lagay gi usi din uttar jaye gi!,neutral,negative,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Mujhe dar hai ye movie buri tarhan flop hogi.,negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
Reham sorry to say but ap jese log bht sare logo k ideal hote h but alas jb ap log ese words or ese bat krte ho apk lye to mzak hota hoga mgr un logo ki nzar me apka image kesa hota hoga.......... think abt it,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
No…urdu speaking families mien nikah kay waqt ivory or white yaa koi khaas color pehenay ki koi tradition nhi hai.,negative,positive,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Really? Maine hamesha apni urdu speaking friends ko aisay light colors pehenay dekhay hai unkay family kay nikahs par.,neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
Aur apna traditional sharara pehenti hain. Stores main ads bhi dekhein nikah ka joray ki joh hamesha light hotain hain aur rukhsati day ka red dress ki ads. Toh kya aisa kuch bhi nahi? Maine toh ghalat guess kiya hain phir.,negative,positive,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
sanam k dress ka colour kitna dull sa hy.. Iss par ye colors zra bhi suit nhi kar rehe.. N lipstick bhi itni bright lagai hoi hy.. Jo achi nhi lag rehi..Aw congratulations..may Allah bless u.Alvida me jb shadi hti h tou kitni cute lg rai thi... r asal shadi pr blkl achi ni lg rai....,neutral,negative,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Alvida me jb shadi hti h tou kitni cute lg rai thi... r asal shadi pr blkl achi ni lg rai....,neutral,negative,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Right Alvida mein iska dress bhi acha tha..n make over bhi..ab daikhty hain barat par ye kaisi lag rehi thi..:),positive,positive,positive,positive,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§positive"
achi lg rhi hai Sanam but color nhi acha dress ka....bindi teeka bhi nhi lgaya.,negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
ek baat bolu.. ? :),neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
and ek aur meney boht pak newz channels dekhy hain but ziyadatar woh india sey related newz chalaty hain... ;P i mean india mein yeh burayi india ney yeh kiya india ki yeh movie... hadd hai bhai pak k baarey mein kucch kehty hi nhin... ;D i laughed a lot when on a pak newz channel anchor declared the character of chand nawab in BB as an isi agent... ;D :P,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
"Abb aisa bhi kuch nhi....Pakistani channels pr Pakistani issues pr hi baat hoti hai....wo jo terrorist attack hoa hai, haan ajkal wo under discussion hai humary tv shows pr qk India ne khud add kiya hai iss mamly mein Pakistan ko to zahir hai India k bary mein baat hogi hi...chand nawab kon?? :)",negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
india ne kiya add kiya..? :) woh terrorists UJC k the jo pak mein hai.. :) nhin matlab jitna discussion hota hai merey hisaab sey utna bhi nhin hona chahiye coz faaltu hai... :) but merey hisaab sey utni bhi nhin honi chahiye...paisey waste hoty hain.... ;),negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
chand nawaab bajrangi bhaijaan mein ek character hai.. :) india mein yeh ho raha hai woh ho raha hai pura ka pura ek programme us ko dedicate kr detey hain... :) even here was an article by rashid ji too which said the same thing... :),neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
"Jee haan, India mein jb bhi koi terrorist attack hota hai Pakistan ka naam app log lety ho k Pakistan ne krwaya....abhi bhi aisa hi hoa hai, hmm to tb hi karty hain discussion jb hum pr baat ati hai, aisy to app k channels pr bhi Pakistan k bary mein boht kuch kaha jata hai.",negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
"phir app k channels ko bhi Pakistan k bary mein discussion nhi krni chahiye, jitni bhi hoti hai utni bhi nhi honi chahiye qk fazool hai....paisy to app k bhi waste hoty hain :)",negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
Mein ne to apny channels pr kahin aisa nhi dekha k ROZ hi India k bary mein aik show on-air hoa ho.,negative,positive,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
ajeeb lga boht...article agr Rashid sahb dety bhi hain to Pakistan India dono k bary mein hota hai India k bary mein hi sirf nhi hota usmy....vesy bhi showbiz se related hoty hain wo articles ;),negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
and mein kucch nhin kehti na krti.. :) india me pak ka naam liya gaya coz usss terrorist group ne khud responsibility li hai... :),negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
plus pak aap sabhi sey bana hai unn terrorist sey nhin toh aap apney upr naa liya karein yeh sab negativity... :),neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
huwa isliye discussion ho raha hai... :) warna wahaan ki movies wagerah pr koi discusson nhin hota balki relations pr zroor hojata hai but hr tym nhin... :),negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
haan...but abb jab pak mein baitha ek group apny upr zimmedari leta hai attack toh kya kiya jaa sakta hai... :),negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
pot calling the cattle black yeh article tha... :),neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
haan toh mein pak ki bhi toh hoon na... :)and newz toh yeh bhi aa rahi hain k pak airbase pe training li thi unn terrorists ne... :( but u see jab pak mein baitha koi group keh raha hai tabhi kaha ja raha hai yeh sab... :),neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
i know apko fikra toh hogi but pak ppl ko koi blame nhin kr raha... :) pak ka naam aa raha hai coz woh terrorist group pak mein chipa baitha hai... :(,positive,negative,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
"To terrorists ko parky na ye log....Pakistan ko blame mat karein....hum to khud unko khatm kr rhy hain apny mulk se, hr tarf fasad phila rkha hai in terrorists ne....apka jo operation ho rha tha sb mary gaye terrorists unn mein??",negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
haan ... :) airbase mein chupey terrorist toh maar diye gaye hain.. :) but abhi bhi pathankot mein terrorists ghoom rhey hain... :(,negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
pak ko blame nhin kiya ja raha... :) pak govt. ka kaha ja raha...n govt.pak ki hai sirf isliye pak ka naam aa raha... :)dat dosen't mean k aap logo ko kucch kaha ja raha hai.. :) isi ka haath bhi kaha ja raha hai..n isi pak mein hai dat's y pak ka naam aa raha hai... :(,neutral,negative,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
bura mat maniega... :)mjhey aisey muslims jo Islam k naam pr bewakoofi kartein hai na kaafir lagty hain... :),neutral,negative,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Esy nhi kehty.....agr wo koi bewakoofi krty hain to unko kafir keh dena isn't good....boht ziada hai ye!! kisi ko bhi ye haq nhi hai k wo kisi Muslim ko kafir kahy chahy wo kesa bhi ho....,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
"Abb hr koi farishta to nhi hota, galtiyan to phir insanon se hi hoti hain.... :)",negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
hahaha... ;D accha... :) benda bhi kaha jata hai ... :) n jo gol gol hoty hain rajasthan mein pehny jaatey usey Bodla... :),positive,neutral,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
yeh hai bodla... :),neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
"Haan, achi lg rhi hai mein kb keh rhi hun k buri lg rhi hai, color bs dull sa hai...",neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Kafi slow motion main Sanam kee Shaadi jaa rahee hai??,neutral,negative,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Itna deep r wide neck hai snam k dress ki.,neutral,negative,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
1st pic mein bht buri lg ri hai.,negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
Please thodra patli ho kr hum channel join krna.,neutral,negative,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
And isko ek drama per week karen warna udhar Zahra jee Dastaan ker rahi haon aur aapne MZZBN ker bhi lia..to yeh to 2 weeks main hi saare dramas ho jainge...,neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Allah Taala nai khaas Karum frmaya hai..Betiyan to rehmut hoti hain..Abaya me bht bht cute or decent lug rhi hain.. :)..,positive,positive,positive,positive,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§positive"
urwa ki dressing se pata chl raha hei kay yeh mawra ki beh hei,neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Is person ny Yeh joh Urwa Churail k baray m lekha tha 100% sahi lekha tha.dressing sy hi lag raha hai k behaya Mawra ki behn hai yeh,positive,positive,positive,positive,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§positive"
Apny AmmA Abba ko Keh Tujhe logon sy bat krny ki Tmz sikha dein.Tuje Q etni takleef o rhi hai vo joh merzhi lekhe it's none of your business jaa k Paandy maanjh ChaanSitara,negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
Aap dehkri hai?,neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
sasura yasir nawaz tou khud wraaang number hy :p,negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
"Fawad khan ki pasund danedar, hamza abbasi bolay Lipton pio danedar bhool jao gai, ladies trust me Jo Maza khuli Patti ki chayay main hai wo kisi main nai!! Try any DHABA on GT!",neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
or dusron ka interview b bohot meethey lehjey me kartey hain,positive,neutral,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
"Meera to different item hae, vo to muskrahatay bekhairtee hae apni angaraizi say!",positive,positive,positive,positive,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§positive"
ye zruri nhi k jo dikhaya gya whi such h hm ne tsweer ka 1 rukh dekha h back story kya h we dunno,neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
No..... Meine wo sari video dekhi ha jahan meera bt kar rahi thi sab se itna bura tarika se,negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
Ankh ojhal phaar ojhal,neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
Daekho jaha insaan hae waha Khair bhee hae aur Shar bhee! Yeh sik'kay kae 2 rukh hae hum insano kae!,neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
Sanam pe koi rop nehi aya mehndi pe ? !,negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
Achhi Khaasi T0u Thi Surgery Ki Zarurat Kya Thi..,positive,negative,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
Kal Sangat ki last episode hai....shukr!!Unhon ne khud ye drama abb dekhna chor diya hai tbhi wo isky reviews nhi detien....,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Candle aap bhi follow kr rahi ho Sangat? Mubarak ho:),positive,positive,positive,positive,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§positive"
"Nhi nhi, itna stamina nhi hai mera....Humtv pr bta rhy thy k Thursday ko last epi hogi to mein ne socha ye khush-khabri share kr di jaye :)",neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
"agar Mannu or Salahuddin ki shaadi asaani se hojaye. But lagta nehin, ke zaalim samaj itni asaani se shadi hone dega, koi na koi ruakawat to aayegi samne ;)",negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Haan ji aisa hi hai! Aap ke khayal mei Chachi jaan yeh shadi honey de gi LOL!! Chachi tu hitler hei puri.,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Hmm lgta to yhi hai aur zalim samaj agr larki k gher waly hoty to bhi theek tha but larky k gher waly bhi asaani se talny waly nhi...let's c kiya hota hai abb to dono k rangy hathon pakry jany k baad situation aur gambheer ho jani hai :),negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Lo g itni sharafat se shadi ho gae to drama kia reh jaey ga :),positive,neutral,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
"Ho jati to bhi kafi twists banty drama mein...like unki married life, husband agr jobless hai to kiya kuch face krna parta, biwi agr Mannu ki terha immature ho to husband ka kis terha guzarah hota etc etc aur bhi boht kuch :)",negative,positive,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
"Sahi baat hai Candle, lekin OST mei kuch aur hi dikhaya hai! Goher ki bhi entry achi thi, liked the chemistry between him and Maya too.",positive,positive,positive,positive,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§positive"
"Mein OST nhi dekh rhi sb pata chal jaye ga k kiya hona hai, full OST bhi released hoa wo bhi nhi suna....Humtv ne to baaz ana nhi k OST mein sb kuch na dikhaien iss liye hum khud hi baaz a jayien....oh yes, wo scene bhi boht mazy ka tha...Goher ki acting bhi achi thi....",negative,positive,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Acha kiya aap ne kyunke OST se sari story ka clearly pata chal raha hai!,positive,positive,positive,positive,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§positive"
Ya phir thoray scenes daal diya karei jo 2 episodes mei logo ne waise hi dekh lye hu. Pata nahi is ke peechay kya logic hai!,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
"Exactly shaadi aaram say toh nahi hogi.. Lekin Jo bhi ho, I hope ho jae... Warna mje sadma hojae ga..",negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Hamza ............! naam hi kafi hai.?,neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
baki bakwas ha pashto songs he sot kr ty ha is py?,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Afzal ko uska pyr nahi mile?,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
Mr shamim ke saath unka beta musammil ???,neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
Agar ho sakhai to please Bin Roye bhi upload kardi jiye ga I really want to watch it :´(?,neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
"Punjab pavee Pakistan da hovay pavee India da, aih kar kar di story aa. Shareekaybaazi bht buri cheez aa khandaan mukaa dendi?",negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
aap religion aur country ki baat karte ho....uss masoom ka kya....jo mann hi,positive,neutral,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
mann muze apna shohar maan chukki hai aur khud ko meri ek jatt sikh ki begum bhai yaar main mazaak nai kar raha sach main she is,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
dying for me aur main aap se iss liye baat kar raha hoon keun k wo bhi apne naam k piche AKHTAR lagati hai..,negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
"jatt nu beej samajke dabban di koshish na kari, je jatt bungar peya te bhajjan nu raah ni labna",negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
"baap dade di zameen ethe hi reh jaaani, kato bande o vari .",neutral,neutral,neutral,neutral,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§neutral"
I think Salahu ki ammi theek keh rhi thi.,positive,neutral,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
.Salahu Mannu ko perhany jata hai agr aisi vesi koi baat hoi to Mannu k gher waly usi ko hi galat samjhy gain..,positive,negative,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
lekin sochny wali baat yeh hai k wo dono agr aik dusry ko pasnd krty hain to kuch bhi galat krny ki bjae shadi krna chahty hain to unki shadi krwa deni chahiye warna phir Mannu koi galat qadam bhi utha sakti hai.....behtr yehi hai k izzat k sath ussy Salahu k sath rukhsat kr diya jaye!!,neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
"I agree, ajkal k dramas mein jis terha k ""sakht mazaaj"" abba dikhaye jaty hain Mannu k abbu kafi different hain unsy...kafi understanding n loving se hain... sakht mazaaj abba se pta nhi humesha Waseem Abbas zehn mein q a jaty hain :D",neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
"Love Salahu n Bia's nook jhoonk....Bia ka to bs chaly abhi agly scnd hi Mannu aur Salahu ki shadi krwa dy, dadi amma!! Chachi to ajj rishty karwany wali maie bani hoi thien ""larka kesa hona chahiye""!! I guess Chachi agy episodes mein kafi hangama machaye gien Mannu aur Salahu k relation ko ly kr....Khair hi ho bs!!",neutral,positive,neutral,neutral,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§neutral"
Samira Fazal ko waise tu hum buhat bura bhala kehte hei lekin Samira ke dramas mei kuch parents kafi chilled out hotey hei jo mujhe pasand hai. Ab dekhte hei yeh cool-headed aba jaan Salahuddin ko Mannu ka haath pakre dekhe gay tu itne hi cool rahe gay ya nahi LOL!!,positive,neutral,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
"Uff Chachi is a nightmare! Hud dekho apni beti ko us k husband ke pass nahi jane de rahi. Haha yes, although yeh episode 1st episode ke jaisa nahi tha lekin definitely looking forward to the next episode. I need a break from husbands who abuse their wives, rapists who live in the same house with women they raped and girls who are becharis!!",negative,negative,negative,negative,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§negative"
"LOL, mujhy nhi lgta k abba abb itny cool reh paye gain, unka cooling system dono ko dekhny k baad car k engine ki terha garm ho jana hai :D",negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
"Mannu ki ammi k reaction ko bhi nhi bhoolna chahiye....Chachi eve e hitter bani hoi hain, abb to shadi ho gae apni beti ko abb uss k gher jany do...",positive,negative,positive,positive,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§positive"
aap ka internet theek hi rahe taake yahan ronak lagi rahe;),positive,positive,positive,positive,"movies,dramas,talkshows,gossips",True,"movies,dramas,talkshows,gossips§positive"
"haha theek kaha aba ke bare mei, ab hum un ko blame bhi nahi kr skte. Parents must also feel very led down jub aap bachay se expect nahi krte ke aisa kuch kare lekin vo rangey hatho pakra jaye tu afsos tu hota hai.",negative,neutral,negative,negative,"movies,dramas,talkshows,gossips",False,"movies,dramas,talkshows,gossips§negative"
