text,sentiment,sourcesheet,unanimous,annotator_1,annotator_2,annotator_3
اس میں ویب کے بنیادی اجزا پر بات ہوئی ہے جس کے چار بنیادی نکات ہیں,neutral,"software,blog and forum reviews",True,neu,neu,neu
ایک ایسا پروگرام جو صارف کے کمپیوٹر پر چلتا ہے اور ویب پر موجود فائلوں کو دکھاتا ہے,neutral,"software,blog and forum reviews",True,neu,neu,neu
تمام کمپیوٹر جن پر وہ ساری فائلیں موجود ہوتی ہیں جن سے مل کر ویب بنتی ہے,neutral,"software,blog and forum reviews",False,neu,pos,neu
دنیا کا سب سے بڑا کمپیوٹر نیٹ ورک,positive,"software,blog and forum reviews",True,pos,pos,pos
ویب کی اہم ترین پروٹوکول,positive,"software,blog and forum reviews",False,pos,neu,pos
ان موضوعات پر آپ نے یہاں لکھنا ہے,neutral,"software,blog and forum reviews",True,neu,neu,neu
اس دھاگے پر ڈیٹابیس پر عمومی گفتگو ہو گی,neutral,"software,blog and forum reviews",False,neu,pos,neu
مجھے رائے درکار ہے کہ اب تک ڈیٹابیس پر جو گفتگو فورم پر ہوئی ہے اسے کس انداز میں آگے بڑھانا چاہیے اور کون کون اس میں دلچسپی رکھتا ہے,positive,"software,blog and forum reviews",True,pos,pos,pos
محمدصابر  بھئی صاحب آپ کی طرف سے کیا مشورہ اور مدد شامل رہے گی,positive,"software,blog and forum reviews",False,pos,neu,pos
قیصرانی  آجکل کیا مصروفیات ہیں اور کیا رائے ہے,neutral,"software,blog and forum reviews",True,neu,neu,neu
س دفعہ میری بھی یہی کوشش ہے کہ پورے پورے اسباق تفصیل سے نہ بنائے جائے بلکہ گفتگو کے انداز میں پہلے مواد کو اکٹھا کیا جائے اور پھر اگر ضرورت ہو تو بعد میں اسے اسباق کی شکل دی جائے,neutral,"software,blog and forum reviews",True,neu,neu,neu
ایک مکالمہ میں نے آپ سے شروع کیا تھا  اب میرا خیال ہے کہ ہم یہاں پر ہی چیزوں پر بات چیت کرتے ہیں اور فرصت کے مطابق چیزوں کو بڑھاتے ہیں,neutral,"software,blog and forum reviews",False,neu,pos,neu
آپ اوریکل ڈاؤن لوڈ کرنے اور انسٹال کرنے پر ذرا ایک دھاگہ کھول لیں تو لوگوں کو آسانی رہے گی  میں SQL پر دھاگے کو آگے بڑھا رہا ہوں  اس پر بھی یہیں گفتگو جاری رکھتے ہیں,positive,"software,blog and forum reviews",False,pos,neg,pos
ڈیٹا بیس کے معاملے میں تو میں بالکل ہی نہلا ہوں لہذا خاموشی سے سرگرمیاں دیکھوں گا ,negative,"software,blog and forum reviews",False,neg,neu,neg
اور میں دہلا,neutral,"software,blog and forum reviews",False,neu,pos,neu
میرا خیال ہے کہ بجائے اوریکل ڈاؤنلوڈ کر کے انسٹال کروائی جائے آپ آن لائن فری ورک سپیس حاصل کر کے کام جاری رکھ سکتے ہیں,positive,"software,blog and forum reviews",False,pos,neu,pos
یوں بات نہیں بنے گی نیرنگ خیال  اس میں بھرپور حصہ لینا ہوگا,neutral,"software,blog and forum reviews",False,neu,neg,neu
سوال و جواب کی شکل میں اور بات بڑھتی رہے گی,neutral,"software,blog and forum reviews",False,neu,pos,neu
چلیں یہ بھی ٹھیک ہے  جو یہ کرنا چاہے وہ ایسے کر لے,positive,"software,blog and forum reviews",False,pos,neu,pos
یہ دھاگہ سراسر ڈیٹابیس کی گفتگو پر مشتمل ہے اور گپ شپ کے لیے علیحدہ دھاگہ کھول لیا جائے ,neutral,"software,blog and forum reviews",False,neu,pos,neu
محب علوی بھائی اب ٹھیک ہے,positive,"software,blog and forum reviews",False,pos,neu,pos
میں پچھلے کئی ہفتوں سے بزی تھا کہ ہمارے کالج میں کچھ چینی سٹوڈنٹس آئے تھے انہیں یونیورسٹی اینٹرینس ایگزام کی تیاری کرانی تھی ابھی پرسوں کا امتحان ہو گیا ہے اور اب سے میں فری ہوں مجھے ساتھ شامل سمجھو اور مناسب لگے تو ہلکی سی کورس آؤٹ لائن دے دو تاکہ تیاری ہو جائے,neutral,"software,blog and forum reviews",False,neu,pos,neu
گوگل اور آئی ٹی سے متعلق چند دیگر اداروں کے تعاون سے مبتدی پروگرامرز کیلیے لمز لاہور میں اسٹارٹ اپ ویک اینڈ نامی مسابقہ کا انعقاد کیا گیا ہے جہاں وہ اپنے منفرد آئیڈیا کو تمام پروگرامرز کے سامنے عملی جامہ پہنائیں گے اور ساتھی پروگرامرز اور ماہرین کی آراء سے اسے مزید بہتر بناسکیں گے کامیاب پروگرامرز کو انعامات و اسناد دی جائیں گے,positive,"software,blog and forum reviews",True,pos,pos,pos
دیکھتے ہیں محفل سے کون اس میں شریک ہونے میں کامیاب ہوتا ہے,positive,"software,blog and forum reviews",False,pos,neg,pos
محفلین اتنے ڈر کیوں رہے ہیں,negative,"software,blog and forum reviews",True,neg,neg,neg
بھئی یہاں پائتھون کا کوئی ذکر نہیں ہورہا,negative,"software,blog and forum reviews",False,neg,neu,neg
تو کوئی جوان پہنچا کہ نہیں,neutral,"software,blog and forum reviews",False,neu,pos,neu
ہم سب مل کر یہاں ویکی زبان تدوین سیکھیں گے جو ایک انتہائی اور منٹوں میں سیکھی جانے والی زبان ہے  ,positive,"software,blog and forum reviews",False,pos,neu,pos
تو جو احباب تیار ہیں وہ ہاتھ اٹھائیں تاکہ جو تیار نہیں ہیں انکی زناخت ہوسکے اور انہیں زبردستی پابجولاں حاضر کیا جائے   ,neutral,"software,blog and forum reviews",False,neu,pos,neu
سلام شعیب بھائی ,neutral,"software,blog and forum reviews",False,neu,neg,neu
مجھے تو مارک اَپ کا ہی مطلب معلوم نہیں ,negative,"software,blog and forum reviews",False,neg,neu,neg
تدوین سمجھ لیں,neutral,"software,blog and forum reviews",False,neu,pos,neu
شکریہ لیکن یہ تو بتائیے کہ یہاں کرنا کیا ہوگا,positive,"software,blog and forum reviews",False,pos,neu,pos
یہاں ویکی مارک اپ سیکھیں گے ہم سب اور پھر اس کے بعد ہم سب اردو ویکی پر ایک منصوبہ بناکر کام کریں گے  ,neutral,"software,blog and forum reviews",False,neu,pos,neu
ویسے آپ زبانوں سیکھنے کے بہت شوقین ہیں تو ایک زبان یہ بھی سہی,positive,"software,blog and forum reviews",True,pos,pos,pos
میں بھی حاضر ہوں,positive,"software,blog and forum reviews",True,pos,pos,pos
 اب ویکی زبان پر کام شروع کر دیا جائے اور ساتھ ساتھ موضوع بھی پکڑ لیں تو لوگ سیکھتے بھی جائیں گے اور مضمون بھی تیار ہو جائے گا,positive,"software,blog and forum reviews",False,pos,neu,pos
جی محب بھائی شروع کرتا ہوں,neutral,"software,blog and forum reviews",False,neu,neg,neu
میں نے کبھی کوشش ہی نہیں کی ویسے آپ یہ ربط دیکھ سکتے ہیں,negative,"software,blog and forum reviews",False,neg,neu,neg
کیا کوئی ساتھی یہاں موجود زبان کے کالم میں زبانوں کے نام جو فارسی میں ہیں اردو میں تبدیل کرسکتا ہے؟,neutral,"software,blog and forum reviews",False,neu,pos,neu
مارک اپ سیکھنے کی بجائے وزی وگ ایڈیٹر استعمال کیا جائے اور وقت کوشش دونوں کی بچت ہو,positive,"software,blog and forum reviews",True,pos,pos,pos
مجھے تو مارک اپ زیادہ آسان لگتی ہے نیز صرف مضامین ہی نہیں بلکہ سانچہ جات بھی بنانے ہوتے ہیں ویسے بھی مارک اپ کوئی بہت مشکل نہیں بس چند ہی گر ہیں,positive,"software,blog and forum reviews",False,pos,neu,pos
اردو ویکی کو نستعلیق میں دیکھنے کے لیے یہ صفحہ ملاحظہ کیا جاسکتا ہے,neutral,"software,blog and forum reviews",True,neu,neu,neu
حالیہ سرگرمیاں یہاں دیکھی جاسکتی ہیں,neutral,"software,blog and forum reviews",False,neu,pos,neu
ہمارا ہاتھ بلند ہی ہے اقرار کے لیئے نہ کہ کسی اور مقصد کے لیئے ,positive,"software,blog and forum reviews",True,pos,pos,pos
بہت خوب  محب علوی بھائی  آپ ڈیٹا بیس کے کونسے ٹول سے ابتدا کر رہے ہیں,positive,"software,blog and forum reviews",False,pos,neg,pos
بھائی صاحب  یہ دھاگہ ذرا مشکل ہے کیونکہ اس میں تین چار مزید دھاگے کھولنے پڑیں گے جس میں ان موضوعات پر گفتگو ہوگی ,negative,"software,blog and forum reviews",False,neg,neu,neg
ڈیٹا بیس ڈیزائن,neutral,"software,blog and forum reviews",True,neu,neu,neu
میری کوشش ہوگی کہ ایک تو اوریکل کو لے کر چلوں اور جہاں جہاں ہو سکے اس کے ساتھ کچھ اور ڈیٹا بیس کا موازنہ بھی کر سکوں ,neutral,"software,blog and forum reviews",False,neu,neg,neu
یہ یاد رہے کہ کام سستی روی سے ہوگا اور اگر سوالات اور تبصرے نہ ہوئے تو پھر اور بھی زیادہ سست ہوگا,negative,"software,blog and forum reviews",False,neg,pos,neg
یار میری جان آپ ہمت تو کریں  میرا بھرپور ساتھ رہے گا انشاءاللہ,positive,"software,blog and forum reviews",True,pos,pos,pos
یہ ہمت ہی تو کی ہے ,positive,"software,blog and forum reviews",False,pos,neu,pos
اس کے بعد اوریکل پر ہاتھ صاف کریں گے مگر اس کا مرحلہ دیر سے آئے گا ,neutral,"software,blog and forum reviews",False,neu,neg,neu
آپ قاضی ہیں یا لڑائی سے لطف اندوز ہوتی عوام ؟,negative,"software,blog and forum reviews",False,neg,pos,neg
یہاں ایک ورک سپیس کے لئے سائن اپ کر لیں مستقبل میں کام آئے گی,positive,"software,blog and forum reviews",True,pos,pos,pos
بہت شکریہ محمد صابر  لیکن یہاں کیا لکھنا ہے ؟,positive,"software,blog and forum reviews",False,pos,neu,pos
اپنی مرضی کا کوئی نام ابھی یہ سمجھ لیں کہ یہاں دو یوزر نیم ہوں گے ایک ورک سپیس کا نام اور دوسرا ای میل جو یوزر نیم ہو گا,neutral,"software,blog and forum reviews",True,neu,neu,neu
یوزر نیم کی طرح کوئی بھی یونیک نیم لکھ دیں,neutral,"software,blog and forum reviews",True,neu,neu,neu
ای میل کا انتظار کریں اور تصدیق کروا کر اپنی ورک سپیس بنوائیں اور ایک اور ای میل میں اپنا پاسورڈ حاصل کرکے لاگ ان کریں,neutral,"software,blog and forum reviews",False,neu,pos,neu
صابر بھائی بہت شکریہ  میرا اکاونٹ اپروو ہو گیا ہے ,positive,"software,blog and forum reviews",False,pos,neu,pos
اوریکل ڈاؤنلوڈ کرنا ہے کیا؟,neutral,"software,blog and forum reviews",False,neu,pos,neu
مجھے ڈیٹابیس مینجمنٹ سسٹم کے ورچوئل یونیورسٹی کے لیکچرز پسند ہیں,positive,"software,blog and forum reviews",False,pos,neu,pos
اور سائین اپ کے لیے یہ سٹیپ فالو کریں,neutral,"software,blog and forum reviews",False,neu,neg,neu
اور پھر فائل کو بند کر دیا ہے گیا ہے ,neutral,"software,blog and forum reviews",False,neu,pos,neu
 کال کیا جائے تو پوری فائل پڑھنے کی کوشش کی جاتی ہے​,neutral,"software,blog and forum reviews",False,neu,pos,neu
 فنکشن کی مدد سے ہم فائل میں سے ایک لائن کو پڑھ سکتے ہیں ,positive,"software,blog and forum reviews",False,pos,neu,pos
اس کوڈ میں سادہ اوپن کی جگہ ہم نے کوڈکس کے اوپن فنکشن کو استعمال کیا اور اینکوڈنگ  کے بارے میں بتایا ہے جو کہ عموما utf8 ہی ہوتی ہے,neutral,"software,blog and forum reviews",True,neu,neu,neu
مزید تفصیل کے لیے ایک علیحدہ دھاگہ ہو گا,neutral,"software,blog and forum reviews",False,neu,pos,neu
بہت اچھا دھاگہ شروع کیا ہے اور میرے خیال سے اس سے بہت سے لوگوں کو فائدہ ہوگا ,positive,"software,blog and forum reviews",False,pos,neu,pos
اب ایک چیز جسے سیکھ رہے ہیں یا سیکھنے کا ارادہ ہے  اس پر کام شروع کریں اور دھاگہ میں پوسٹ کرتے رہیں,neutral,"software,blog and forum reviews",True,neu,neu,neu
اگر میرے پاس ایک ڈیزائن کی تصویر ہے اس کو صرف لائن کی ضرورت ہوتی ہے تو کیسے بنا یا جاے گا ,neutral,"software,blog and forum reviews",False,neu,pos,neu
اگر کوئی دوست میری مدد فرما دے تو نوازش ہو گی ,positive,"software,blog and forum reviews",False,pos,neg,pos
آپ کا سوال سمجھنے سے قاصر ہیں ,negative,"software,blog and forum reviews",False,neg,neu,neg
سیکھنے چاہتے تو ہیں مگر ابھی شروع نہیں کیا پی ایچ پی اور مائی ایس قیو ایل سیکھنے کا ارادہ رکھتے ہیں مگر پھر وہی بات آڑے آ جاتی ہے کہ ان زبانوں سے ناآشنا ہیں,neutral,"software,blog and forum reviews",False,neu,pos,neu
اچھا دھاگہ شروع کیا ہے چلیں اسی میں ہماری رہنمائی بھی ہو جائیگی,positive,"software,blog and forum reviews",True,pos,pos,pos
پی ایچ پی کی بجائے اب بہتر ہوگا کہ روبی یا پائتھون سیکھ لیں  ,positive,"software,blog and forum reviews",False,pos,neu,pos
مائی ایس کیو ایل بہت اچھی ڈیٹا بیس ہے مگر اب اوریکل کے پاس جانے کے بعد اس کا مستقبل تابناک نہیں ہے ,neutral,"software,blog and forum reviews",False,neu,pos,neu
آپ پائتھون والے دھاگے پر ذرا زیادہ توجہ دیں تو آپ کے بہت سے شکوے دور ہو جائیں گے پائتھون سیکھنے کے بعد روبی سیکھنا کافی سہل ہے ,positive,"software,blog and forum reviews",False,pos,neu,pos
اس کو ڈیٹا بیس کہنے ے بجائے ڈیٹا بیس ایپلیکیشن کہنا زیادہ مناسب ہوگا کیوں کہ یہ غالباً ایک ہوسٹیڈ سروس ہے کوئی ڈیٹا بیس انجن نہیں,neutral,"software,blog and forum reviews",True,neu,neu,neu
ہماری معلومات کی حد تک ان میں ایس کیو لائٹ ڈیٹا بیس استعمال ہو رہا ہوتا ہے جو کہ کلائنٹ سرور ماڈل پر کام نہیں کرتا اور پوری طرح ریلیشنل ڈیٹا بیس ہے پورٹیبل بھی ہے یعنی اس کا ڈیٹا ایک ایس کیو لائٹ فائل کی شکل میں ذخیرہ ہو رہا ہوتا ہے اور اس کو آسانی سے بیک پا کیا جا سکتا ہے عموماً آپ ایک کیو لائٹ سے براہ راست انٹریکٹ نہیں کرتے بلکہ ان ڈیوائسیز کی اے پی آئی استعمال کرتے ہوئے ڈیٹا اسٹور اور ریٹریو کر رہے ہوتے ہیں اس صورت میں آپ کو او آر ایم یعنی آبجیکٹ ریلیشنل میپنگ کے کانسیپٹ کا مطالعہ کرنا چاہیے,neutral,"software,blog and forum reviews",True,neu,neu,neu
ایچ ٹی ایم ایل سی ایس ایس جا وا اسکرپٹ اور پی ایچ پی ,neutral,"software,blog and forum reviews",False,neu,pos,neu
شکریہلیکن محب علوی بھائی تو پائتھونروبی کے ہی گن گاتے نظر آتے ہیں,positive,"software,blog and forum reviews",False,pos,neu,pos
کیوں کہ وہ ورڈ پریس اور جوملہ وغیرہ کی کسٹمائزیشن کے بجائے جنرل پرپز ویب ڈیویلپمنٹ کو ذہن میں رکھ کر بات کر رہے ہیں,neutral,"software,blog and forum reviews",False,neu,pos,neu
یعنی سرور سے ڈیٹا کسی اور طرح سے آئے گا اورموبائل میں کنورٹ کیا جائے گا اور ایس کیو لائٹ میں محفوظ کیا جائے گا,positive,"software,blog and forum reviews",False,pos,neu,pos
اوہ تو آپ اس لحاظ سے پوچھ رہے تھے ہم سمجھے کہ ان ڈیوائسیز میں ہی ڈیٹا بیس استعمال کرنا چاہتے ہیں ویسے تو مختلف ڈیٹا بیسیز سے کنکٹ کرنے کے لیے لائبریریز موجود ہوں گی جن کی مدد سے آپ ریموٹ ڈیٹا بیس سرور سے کنکٹ کر کے اس سے براہ راست انٹریکٹ کر سکیں گے لیکن ویب اسٹائل میں اس کام کو کرنے کا ایک طریقہ یہ ہے کہ ڈیٹا بیس سرورع سے ڈائریکٹ کنیکٹ کرنے کے بجائے ایک عدد اے پی آئی سروس لکھ کر کہیں ہوسٹ کر لیں جو آپ کے ڈیٹا بیس سرور سے رابطے میں رہے اور وہاں سے حاصل شدہ ڈیٹا کو اسٹینڈرڈ جے سان یا ایکس ایم ایل وغیرہ جیسے فارمیٹ میں تبدیل کر کے موبائل ایپلیکیشن کو مہیا کرائے جو اسے کنزیوم کر سکے   ,neutral,"software,blog and forum reviews",True,neu,neu,neu
مزید یہ کہ بلاگنگ کی یہ سہولت ورڈپریس ملٹی سائٹ کے ذریعے فراہم کی جارہی ہے,neutral,"software,blog and forum reviews",False,neu,pos,neu
مزید یہ کہ ہوسٹنگ کے لیے بھی کلاؤڈ فلیئر کا مفت پلان استعمال کر رہے ہیں,positive,"software,blog and forum reviews",False,pos,neu,pos
اس نئے پلیٹ فارم کے بارے میں خصوصی معلومات تو سب احباب دے رہے ہیں لیکن یہ کوئی نہیں لکھ رہا کہ استعمال کرنے والوں کے لئے یہ نیا آپشن پہلے والے ایسے ہی پلیٹ فارموں کی نسبت کس لحاظ سے بہتر ہے اور اس کو استعمال کرنے کے لئے کیوں منتخب کیا جائے؟,neutral,"software,blog and forum reviews",False,neu,neg,neu
ویسے اگر یہ واقعی ون مین شو ہے تو انتہا درجے کی دھوکہ دہی کے مرتکب ہوئے ہیں میاں صاحب اس انداز میں تعارف کراتے ہوئے اس لئے کہ پانچ گنا ڈیٹا اسٹوریج کی نوید تو سنادی یہ نہیں بتایا کہ بلاگر پر ڈیٹا ضائع ہونے کا کوئی خدشہ نہیں ہوتا جبکہ ون مین شو میں ڈیٹا پر پہلے ہی انا للہ پڑھ لینی چاہئے,negative,"software,blog and forum reviews",False,neg,neu,neg
جناب عالی یہ معلومات بہم پہنچانے کا مقصد یہی تھا کہ اول تو یہ کوئی نیا پلیٹ فارم نہیں ہے بلکہ پہلے سے موجود پلیٹ فارم ورڈ پریس ہی دیا جا رہا ہے اور یہ ڈومین میاں صاحب ایک ہفتہ پہلے ہی رجسٹر کروا کے ایک مفت ہوسٹنگ کی سہولت مہیا کرنے والی کمپنی کی سٹؤریج دے رہے ہیں,neutral,"software,blog and forum reviews",True,neu,neu,neu
1 آپ اپنی معلومات اور ڈیٹا پر انہیں اختیار دے رہے ہوں گے,neutral,"software,blog and forum reviews",False,neu,neg,neu
3 مفت ہوسٹنگ مہیا کرنے والی کمپنیاں زیادہ عرصے تک مفت سہولت مہیا نہیں کرتیں اور یوں کلاؤڈ فلیئر بھی کچھ عرصے میں یہ سروس بند کر دے گی تو یہاں بننے والے بلاگس کا ڈیٹا بھی گیا ,negative,"software,blog and forum reviews",True,neg,neg,neg
یوں کم از کم ہمارے لیے تو یہ نیا آپشن پہلے والے ایسے ہی پلیٹ فارموں کی نسبت کسی لحاظ سے بہتر نہیں اور نہ ہی ہم اس کو استعمال کرنے کے لئے منتخب کریں گے,negative,"software,blog and forum reviews",False,neg,pos,neg
سپاسِ شکر گذاری,positive,"software,blog and forum reviews",True,pos,pos,pos
جبکہ بلاگ پر صرف 3 جی بی تک فری سپیس فراہم کی جارہی ہے ,positive,"software,blog and forum reviews",False,pos,neu,pos
مزید معلومات انہی کے گھر سے,neutral,"software,blog and forum reviews",True,neu,neu,neu
جب کہ 5 جی اور 10 جی کے لیے پیسے مانگتے ہیں ,neutral,"software,blog and forum reviews",False,neu,pos,neu
بلاگ سپاٹ کے متعلق انہوں نے بتایا ہے کہ وہ 1 جی بی دیتا ہے درست ہے کہ ویسے تو 1 جی بی سٹوریج دیتا ہے لیکن اگر گوگل پلس کے ساتھ استعمال کریں تو تمام تصاویر گوگل کے اکاؤنٹ میں محفوظ ہوتی ہیں جہاں آپ کے پاس 15 جی بی مفت سٹوریج میسر ہے,positive,"software,blog and forum reviews",True,pos,pos,pos
سب سے پہلا فائدہ تو یہ ہے کہ جو لوگ 5 جی بی کے لیے سبسکرائب کریں گے یہ ان سے 12 ڈالرز لیں گے اور جو 10 جی بی کے لیے کریں گے ان سے 24 ڈالرز,positive,"software,blog and forum reviews",False,pos,neg,pos
علاوہ ازیں کل کلاں کو یہ اپنی سروس بند کر کے ڈیٹا مائگریٹ کرنے کے لیے پیسے بھی مانگ سکتے ہیں,negative,"software,blog and forum reviews",True,neg,neg,neg
میری معلومات میں یہ اضافہ ہوا ہے کہ ورڈ پریس کے لیے اردو ایڈیٹر پلگ ان موجود ہے جو کہ میرے لکھے ہوئے اردو ایڈیٹر پلگ ان کے کسی پرانے ورژن کی بگڑی ہوئی شکل ہے اور اس کے کریڈٹس میں سے میرا نام یکسر غائب ہے میری معلومات میں یہ اضافہ ہوا ہے کہ ورڈ پریس کے لیے اردو ایڈیٹر پلگ ان موجود ہے جو کہ میرے لکھے ہوئے اردو ایڈیٹر پلگ ان کے کسی پرانے ورژن کی بگڑی ہوئی شکل ہے اور اس کے کریڈٹس میں سے میرا نام یکسر غائب ہے ,negative,"software,blog and forum reviews",False,neg,pos,neg
یہاں تو معلومات کے انبار لگتے جا رہے ہیں,positive,"software,blog and forum reviews",False,pos,neu,pos
ابھی تو ابتدائے انکشافات ہے روتا ہے کیا,neutral,"software,blog and forum reviews",True,neu,neu,neu
آگے آگے دیکھ ہوتا ہے کیا ,neutral,"software,blog and forum reviews",False,neu,neg,neu
مگر اردو نستعلیق فانٹس کا دور دور تک کوئی اَتا پتا نہیں نستعلیق فانٹس کے بغیر اردو بلاگنگ کو ایسے ہی سمجھا جاتا ہے جیسے بے سُر کا راگ ,negative,"software,blog and forum reviews",False,neg,neu,neg
اس انداز میں استعمال کیسا رہے گا؟؟,neutral,"software,blog and forum reviews",True,neu,neu,neu
دورانِ تنصیب کہیں سی ڈی سے چلانے کی آپشن تو نہیں دے دی؟ اگر ایسا ہے تو اس کی بجائے سسٹم سے چلانے کی آپشن دیجئے امید ہے کہ افاقہ ہو گا,neutral,"software,blog and forum reviews",False,neu,neg,neu
اگر اس کے علاوہ کوئی مسئلہ درپیش ہے تو اس کے لئے ذہنی آزمائی کرنی پڑے گی,negative,"software,blog and forum reviews",False,neg,neu,neg
سسٹم سے چلانے کی آپشن؟ یہ کیسے ہوگا؟,neutral,"software,blog and forum reviews",False,neu,neg,neu
یہ مشکل ہمیں بھی درپیش ہے اور تنصیب کے بعد پروگرام ایک عرصہ تک بخوبی چلتے رہے اب مسئلہ ہو رہا ہے,negative,"software,blog and forum reviews",False,neg,neu,neg
سسٹم سے مراد کمپیوٹر سے رن کرنے کی آپشن,neutral,"software,blog and forum reviews",False,neu,pos,neu
اگر آپ کوئ طریقہ بتا دیں جس سے یہ مسئلہ حل ہو جائے تو مہربانی ہوگی,positive,"software,blog and forum reviews",True,pos,pos,pos
عمدہ معلومات ہیں,positive,"software,blog and forum reviews",True,pos,pos,pos
لیپ ٹاپ کی بیٹری تین سے چار سال نکال جاتی ہے کوئی بھی ماڈل لے لیں. یاد رہے کہ بیٹری کی زندگی استعمال کے ساتھ ساتھ کم ہوتی جائے گی. تین سال بعد آپ کا لیپ ٹاپ دو گھنٹے نکال جائے تو اس سے بہتر کیا ہو گا,positive,"software,blog and forum reviews",False,pos,neu,pos
میرا لیپ ٹپ ہر وقت ڈاکنگ میں لگا رہتا ہے اور یہ الگ سے خریدنا پڑتا ہے ۵ سال بعد بھی میرا ایلیٹ بک پہلے دن جیسا ہے ہاں بیٹری کچھ کم ہوئی ہے پر ابھی بھی 3 سے ۴ گھنٹے نکال لیتا ہے,neutral,"software,blog and forum reviews",True,neu,neu,neu
نوٹ جمیل نوری نستعلیق کو اسی پر کمپائل کیا گیا کوئی ۵۰۰ بار,neutral,"software,blog and forum reviews",False,neu,pos,neu
لیکن پرفارمنس میں توقع سے بڑھ کر ہے ہائی پاور کے باوجود چار پانچ گھنٹے بیٹری چلاتا ہے  این وی ڈیا  950 ایم  چار جی بی کا وی جی اے بلٹ ان ہے اس لیئے گیم بھی بہت ٹائٹ چلاتا ہے مثلا میں نے وچر3چلا کر دیکھا ہائی ڈیٹیل میں بھی اچھا خآصا چلتا ہے البتہ گیم میں انٹینسو پراسیسسنگ اور 3ڈی کی وجہ سے بیٹری کم چلتی ہےریم 16 اور ہارڈ دسک 2ٹیرا ہے128 ایس ایس ڈی بھی ہے جس کی وجہ سے ونڈوز 10 چند سیکنڈ میں بوٹ ہوجاتا ہے  اور خوب دوڑتا ہے   مگر میں بیٹری کو کم ہی استعمال کرتا ہوں اور اسے ڈیسک ٹاپ کی طرح  سام سنگ 32 انچ سیریز 5 ٹی وی کے ساتھ استعمال کر تا ہوں میرا آئیڈیا ہے کہ بیٹری کو مھینے میں میں ایک دو مرتبہ چارج سائکل دیا جائے تو لائف بہت بہتر رہے گی,positive,"software,blog and forum reviews",True,pos,pos,pos
یہ ہوئی نا بات کیا ڈاکنگ اسٹیشن ہر لیپ ٹاپ کے ساتھ استعمال کی جاسکتی ہے؟ یعنی کسی دوسرے لیپ ٹاپ کا کسی اور لیپ ٹاپ کے ساتھ,positive,"software,blog and forum reviews",True,pos,pos,pos
اپنی قیمتی رائے سے آگاہ کرنے کا بہت شکریہماشا ءاللہ بہترین لیپ ٹاپ ہےلیکن اتنا ہائی فائی تو مجھے نہیں چاہیے,positive,"software,blog and forum reviews",False,pos,neu,pos
مجھےبھی دراصل ڈیسک ٹاپ کے طور پر استعمال کرنا ہے زیادہ تر کام گرافک ڈیزائننگ کا ہوگا,neutral,"software,blog and forum reviews",False,neu,neg,neu
نئے کی قیمت کی علم نہیں ہے ,negative,"software,blog and forum reviews",False,neg,pos,neg
بہت دعائیں,positive,"software,blog and forum reviews",True,pos,pos,pos
واہ نایاب بھائی کمال کرتے ہیں,positive,"software,blog and forum reviews",False,pos,neg,pos
ہر ایک کیساتھ نہیں جو ماڈل ہو بس اسکے ساتھ,negative,"software,blog and forum reviews",False,neg,neu,neg
وائی فائی پر کنیکٹ ہے میرے کفیل کے  چھ ماہ چھٹی کاٹ آیا پاکستان سے اور اس پر قریب تیس فلمیں ڈاون لوڈ ہو چکی تھیں  ,neutral,"software,blog and forum reviews",False,neu,pos,neu
کبھی جب صحرا میں کام کرنے جاؤں تو وہاں بیٹری پر چلتا ہے  دو فلمیں آسانی سے دیکھ لیتا ہوں  ,positive,"software,blog and forum reviews",False,pos,neu,pos
آج کے حساب سے قریب 2700 روپے کا ,neutral,"software,blog and forum reviews",True,neu,neu,neu
الیکٹرانک چیز کی ایک مدت ہوتی ہے تین سے چار سال. آپ دس برس کی منصوبہ بندی کی بجائے اللہ کا نام لے کر لیپ ٹاپ لیں اپنی پسند کا. میرا لیپ ٹاپ بھی ڈیسک ٹاپ کی طرح ہر وقت چارجنگ پر ہی رہتا ہے لیکن میں اگر اسے لینے سے پہلے بیٹری کی انحطاط پذیری کی دبدھا میں پڑ جاتا تو لینے سے بھی جاتا رہتا.,neutral,"software,blog and forum reviews",False,neu,pos,neu
آپ کی بات درست ہےان شاء اللہ بسم اللہ کرکے لیتاہوں ,positive,"software,blog and forum reviews",True,pos,pos,pos
میرا ذاتی خیال ہے کہ لیپٹاپ ہلکا پھلکا ہونا چاہیئے مثلا الٹرابک بھاری بھر کم کاموں کے لئے ڈیسکٹاپ لینا بہتر ہے,positive,"software,blog and forum reviews",False,pos,neu,pos
مجھے مفت مشورہ چاہیئے میرے پاس ڈیل آئی 3 ایس آر ایس پریمیم سائونڈ انسپائرون این 5010 ہے اسکی بیٹری خراب ہو گئی ہے کون سی بیٹری اچھی ہے اور زیادہ سے زیادہ چلنے والی اور زیادہ سے زیادہ سیل والی پوری تفصیل چاہیئے تا کہ دھوکہ نہ کھا سکوں اور اسلام آباد یا راولپنڈی میں کیاں سے لینی چاہیئے اور کتنے تک شکریہ,neutral,"software,blog and forum reviews",True,neu,neu,neu
آپ بھی مسلسل اے سی ایڈاپٹر پر چلاتے ہیں یا بیٹری پر؟,neutral,"software,blog and forum reviews",False,neu,neg,neu
پرفارمینس پر تو فرق نہیں پڑتا لیکن بیٹری پر لازمی فرق پڑا ہوگا ؟,negative,"software,blog and forum reviews",False,neg,pos,neg
